movie,平均情感得分,评论数量,rating_num
被解救的姜戈,0.7540136991721242,100,3.9494949494949494
西西里的美丽传说,0.8892791620842065,100,3.831578947368421
触不可及,0.9337317252014246,100,3.98
让子弹飞,0.8116047692530556,100,3.6122448979591835
记忆碎片,0.7712678487291871,100,4.02020202020202
请以你的名字呼唤我,0.8354810798182446,100,3.6288659793814433
谍影重重,0.8477044574014408,100,3.898989898989899
谍影重重2,0.8881250244354735,100,4.010416666666667
谍影重重3,0.7762954683330618,100,4.333333333333333
贫民窟的百万富翁,0.8630014874739022,100,3.88
超能陆战队,0.8649777064835112,100,3.8854166666666665
超脱,0.8635415753537735,100,4.3052631578947365
辛德勒的名单,0.8770275811423072,100,3.7474747474747474
辩护人,0.8161185800962986,100,4.381443298969073
达拉斯买家俱乐部,0.8771618722722836,100,4.19
还有明天,0.9020522603648942,100,4.242424242424242
这个杀手不太冷,0.8802978610032838,100,3.836734693877551
遗愿清单,0.803700398222431,100,3.4479166666666665
重庆森林,0.8230186387871262,100,4.270833333333333
釜山行,0.8408346433012948,100,3.86734693877551
钢琴家,0.8923232808481698,100,4.37
闻香识女人,0.8484218842410136,100,3.7676767676767677
阳光姐妹淘,0.8844637591010938,100,4.030612244897959
阳光灿烂的日子,0.8185301015961949,100,3.7244897959183674
阿凡达,0.7948714858660932,100,4.26530612244898
阿甘正传,0.8659513342772217,100,4.322916666666667
隐藏人物,0.8928750510088973,100,3.979591836734694
雨中曲,0.9272480964959908,100,4.595959595959596
雨人,0.8696379977524649,100,4.173469387755102
霸王别姬,0.877886098349262,100,4.71875
青蛇,0.9089371458800838,100,4.319587628865979
音乐之声,0.9209120065372113,100,4.591836734693878
风之谷,0.939655634003183,100,4.23469387755102
飞屋环游记,0.8344432326152236,100,4.154639175257732
飞越疯人院,0.8912317445405163,100,4.095744680851064
饮食男女,0.8941706952845148,100,4.618556701030927
驯龙高手,0.80013979492521,100,4.221052631578948
高山下的花环,0.9016088758410974,100,4.585858585858586
鬼子来了,0.8833127079446311,100,4.858585858585859
魂断蓝桥,0.9031487814545136,100,3.67
魔女宅急便,0.9314615481556138,100,4.292929292929293
黑天鹅,0.8566854471253187,100,3.9489795918367347
黑客帝国,0.8818754708347414,100,4.295918367346939
黑客帝国2：重装上阵,0.8499515101128368,100,3.7395833333333335
黑客帝国3：矩阵革命,0.8622607151833972,100,3.9583333333333335
龙猫,0.9207476902650447,100,4.377551020408164
